"year","country","v2x_polyarchy","v2x_pubcorr","v2jucorrdc","v2xel_regelec","v2elsnlsff","v2elrgpwr","e_fh_rol","v2ellocelc","v2ellocpwr","v2xel_locelec","RWI","bmr_democracy","polity","polity2","xpolity","gdppc10","pop","minor","major","armedconf","fh.A.Legal","fh.B.Political","fh.C.Economic","fh.total.score","fh.media.freedom","rulelaw.wb","l.polity2","polity2.squ","l.polity2.squ","v2x_polyarchy.sq","v2x_libdem.sq","lpop","l.lpop","lrgdp","l.lrgdp","pts","l.pts","gwno","alljourn","polgroup","state","other","unknown","stateunknown","stateunknownother","foreign.state","local.state","capital.stateunknown","capital.state","nocapital.state","regional.media.state","national.media.state","international.media.state","foreign.unknown","local.unknown","capital.unknown","nocapital.unknown","regional.media.unknown","national.media.unknown","international.media.unknown","state.nationalreach.d","unknown.nationalreach.d","state.localreach.d","unknown.localreach.d","state.d","unknown.d","stateunknown.d","polgroup.d","other.d","capital.state.d","capital.unknown.d","capital.stateunknown.d","nocapital.state.d","nocapital.unknown.d","regional.media.state.d","national.media.state.d","international.media.state.d","regional.media.unknown.d","national.media.unknown.d","international.media.unknown.d","nonregional.state.d","nonregional.unknown.d"
2003,"Costa Rica",0.893,0.165,-1.415,0,2.116,NA,NA,5,1.593,0.944,"liberal democracy",1,10,10,7,6606.15810146152,4125970,NA,0,0,7,7,5,19,2,0.7030329,10,100,100,0.797449,0.712336,15.2328117016223,15.2174833673587,8.79575753867396,8.7694116696099,1,1,94,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,"Panama",0.796,0.381,0.449,0.311,-0.164,0.317,9,5,1.395,0.915,"electoral democracy",1,9,9,6,8781.08270751395,3681979,NA,0,0,17,19,10,46,1,0.0187637,9,81,81,0.633616,0.393129,15.1189609373368,15.1021243530393,9.08035499423307,8.98557805769992,2,2,95,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2002,"Colombia",0.527,0.478,0.628,0.969,-1.633,1.853,NA,5,1.851,0.968,"electoral democracy",1,7,7,6,4825.83176644778,41572493,0,1,1,12,32,19,63,0,-0.7168011,NA,49,NA,0.277729,0.168921,17.5429492805637,17.5288120758784,8.48173838574474,8.47114414478385,5,5,100,14,2,3,0,9,12,12,0,3,0,0,3,2,0,0,0,9,0,9,6,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1
2003,"Colombia",0.53,0.478,0.628,0.969,-1.633,1.853,NA,5,1.851,0.968,"electoral democracy",1,7,7,6,4945.95843950914,42152147,1,0,1,12,32,19,63,0,-0.7032688,7,49,49,0.2809,0.179776,17.5567961782442,17.5429492805637,8.50632604519712,8.48173838574474,5,5,100,8,2,4,0,2,6,6,0,4,0,0,4,4,0,0,0,2,0,2,2,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0
2004,"Colombia",0.521,0.478,0.628,0.969,-1.633,1.853,NA,5,1.851,0.968,"electoral democracy",1,7,7,6,5139.97734770032,42724157,0,1,1,12,32,19,63,0,-0.6855181,7,49,49,0.271441,0.171396,17.5702750559345,17.5567961782442,8.54480395137731,8.50632604519712,5,5,100,3,0,2,0,1,3,3,0,2,0,0,2,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0
2005,"Colombia",0.516,0.478,0.628,0.969,-1.633,1.853,7,5,1.851,0.968,"electoral democracy",1,7,7,6,5312.08210618283,43285636,0,1,1,13,32,16,61,0,-0.6232535,7,49,49,0.266256,0.1521,17.5833314058358,17.5702750559345,8.57773914777304,8.54480395137731,4,5,100,3,0,2,0,1,3,3,0,2,0,0,2,2,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0
2006,"Colombia",0.522,0.478,0.628,0.969,-1.633,1.853,7,5,1.743,0.96,"electoral democracy",1,7,7,6,5596.73193242237,43835744,1,0,1,13,29,15,57,1,-0.5051838,7,49,49,0.272484,0.157609,17.5959601155995,17.5833314058358,8.62993812287611,8.57773914777304,4,4,100,3,0,2,0,1,3,3,0,2,0,0,2,2,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0
2007,"Colombia",0.527,0.478,0.628,0.969,-1.633,1.853,7,5,1.743,0.96,"electoral democracy",1,7,7,6,5910.2823908501,44374647,1,0,1,13,30,16,59,1,-0.4358616,7,49,49,0.277729,0.160801,17.6081788507986,17.5959601155995,8.68444889112836,8.62993812287611,4,4,100,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2009,"Colombia",0.546,0.485,0.628,0.969,-1.633,1.853,7,5,1.743,0.96,"electoral democracy",1,7,7,6,6078.30274083291,45416276,1,0,1,14,30,16,60,1,-0.3884734,7,49,49,0.298116,0.173056,17.6313811009677,17.6199853230758,8.71248078152108,8.70749596446599,4,4,100,6,0,2,0,4,6,6,0,2,0,0,2,2,0,0,0,4,0,4,4,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0
2010,"Colombia",0.572,0.474,0.628,0.969,-1.633,1.853,7,5,1.743,0.96,"electoral democracy",1,7,7,6,6250.65449979147,45918101,1,0,1,12,28,16,56,1,-0.3085898,7,49,49,0.327184,0.205209,17.6423699545908,17.6313811009677,8.74044145721433,8.71248078152108,4,4,100,3,0,1,0,2,3,3,0,1,0,0,1,1,0,0,0,2,0,2,2,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0
2011,"Colombia",0.655,0.474,0.628,0.969,-1.633,1.853,7,5,1.743,0.96,"electoral democracy",1,7,7,6,6592.43073615253,46406446,1,0,1,11,28,16,55,1,-0.2558286,7,49,49,0.429025,0.2809,17.6529489299615,17.6423699545908,8.79367741171074,8.74044145721433,3,4,100,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2012,"Colombia",0.647,0.474,0.555,0.969,-1.633,1.853,7,5,1.743,0.96,"electoral democracy",1,7,7,6,6789.59168622107,46881018,1,0,1,11,26,16,53,1,-0.353872,7,49,49,0.418609,0.285156,17.6631234180143,17.6529489299615,8.82314608416742,8.79367741171074,3,3,100,3,0,1,0,2,3,3,0,1,0,0,1,1,0,0,0,2,0,2,2,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0
2013,"Colombia",0.638,0.542,0.669,0.969,-1.647,1.853,7,5,1.743,0.96,"electoral democracy",1,7,7,6,7051.13231369165,47342363,1,0,1,11,27,16,54,1,-0.4058876,7,49,49,0.407044,0.257049,17.6729160763092,17.6631234180143,8.86094349478076,8.82314608416742,4,3,100,3,0,2,0,1,3,3,0,2,0,0,2,2,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0
2014,"Colombia",0.657,0.542,0.669,0.969,-1.647,1.853,7,5,1.743,0.96,"electoral democracy",1,7,7,6,7291.21927375183,47791393,1,0,1,12,27,16,55,1,-0.2919019,7,49,49,0.431649,0.266256,17.6823561184869,17.6729160763092,8.8944260639327,8.86094349478076,3,4,100,2,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2015,"Colombia",0.649,0.542,1.082,0.969,-1.647,1.853,7,5,1.743,0.96,"electoral democracy",1,7,7,6,7447.8772590459,48228704,1,0,1,13,26,17,56,1,-0.2684166,7,49,49,0.421201,0.25,17.6914649204422,17.6823561184869,8.91568433910117,8.8944260639327,3,3,100,3,0,3,0,0,3,3,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2002,"Venezuela",0.541,0.841,1.428,0.895,0.542,1.257,NA,5,1.165,0.879,"electoral democracy",1,6,6,5,10737.8256106001,25399143,NA,0,0,23,29,16,68,0,-1.133338,NA,36,NA,0.292681,0.080089,17.0502259912621,17.0319924396357,9.28152789045206,9.39248708555755,4,3,101,1,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
2004,"Venezuela",0.552,0.841,1.672,0.895,0.542,1.257,NA,5,1.165,0.879,"electoral democracy",1,6,6,5,11308.8270845827,26314483,NA,0,0,24,30,18,72,0,-1.244032,6,36,36,0.304704,0.067081,17.0856300299876,17.0681133019274,9.33333885768305,9.18291522195656,3,3,101,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2006,"Venezuela",0.456,0.859,1.672,0.895,-0.203,1.257,5,5,1.165,0.879,"electoral autocracy",0,5,5,4,13250.685680262,27221228,NA,0,0,26,30,18,74,0,-1.424685,6,25,36,0.207936,0.035344,17.1195076680568,17.1027593555552,9.49180457952915,9.41440566903037,4,3,101,2,0,1,1,0,1,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
2008,"Venezuela",0.406,0.859,1.672,0.903,-0.203,1.277,5,5,1.123,0.871,"electoral autocracy",0,5,5,4,14687.9793293378,28116716,NA,0,0,26,28,19,73,0,-1.623528,5,25,25,0.164836,0.026896,17.1518748328806,17.1358831678872,9.59478470554295,9.55934347171606,4,4,101,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
2009,"Venezuela",0.428,0.859,1.672,0.901,-0.203,0.92,5,5,0.937,0.87,"electoral autocracy",0,-3,-3,-3,13997.6346242861,28558607,NA,0,0,26,30,19,75,0,-1.617913,5,9,25,0.183184,0.032041,17.1674689197363,17.1518748328806,9.54664363891469,9.59478470554295,4,4,101,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2011,"Venezuela",0.418,0.833,1.672,0.82,-0.203,0.92,4,5,0.754,0.774,"electoral autocracy",0,-3,-3,-3,13940.921146104,29427631,NA,0,0,27,29,20,76,0,-1.675726,-3,9,9,0.174724,0.030625,17.1974446208772,17.1826596530478,9.54258376147886,9.5164530557274,3,3,101,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2006,"Guyana",0.527,0.634,-0.04,0.93,-0.535,1.474,8,2,1.423,0.903,"electoral democracy",1,6,6,5,2581.34532964993,743705,NA,0,0,7,13,9,29,2,-0.5645602,6,36,36,0.277729,0.127449,13.5193997298098,13.5177714156296,7.8560659876109,7.80767052402741,3,2,110,1,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
2004,"Ecuador",0.731,0.377,1.266,0.914,-1.47,1.344,NA,5,1.664,0.952,"electoral democracy",1,6,6,5,4139.08118575092,13509645,NA,0,0,11,19,11,41,1,-0.7466743,6,36,36,0.534361,0.256036,16.4189144327592,16.4024923324186,8.32822910637901,8.26573817457534,3,3,130,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,"Ecuador",0.731,0.323,1.266,0.914,-1.47,1.344,5,5,1.664,0.952,"electoral democracy",1,6,6,5,4286.51555859957,13735232,NA,0,0,13,18,10,41,1,-0.7937143,6,36,36,0.534361,0.258064,16.4354747685228,16.4189144327592,8.36322945778668,8.32822910637901,3,3,130,1,0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
2006,"Ecuador",0.772,0.323,1.266,0.914,-1.47,1.344,5,5,1.62,0.948,"electoral democracy",1,7,7,6,4400.85645106361,13967490,NA,0,0,13,18,10,41,1,-1.033067,6,49,36,0.595984,0.279841,16.4522430443674,16.4354747685228,8.3895544489339,8.36322945778668,3,3,130,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2010,"Ecuador",0.644,0.273,1.266,0.82,-1.47,0.906,6,5,1.465,0.93,"electoral democracy",1,5,5,4,4657.30173745799,14934692,NA,0,0,17,23,12,52,1,-1.204076,5,25,25,0.414736,0.117649,16.5191973867213,16.5027667204845,8.44619153312266,8.42797637092673,2,3,130,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2012,"Ecuador",0.626,0.288,1.266,0.82,-1.069,0.906,6,5,1.465,0.93,"electoral democracy",1,5,5,4,5140.32057852104,15419493,NA,0,0,21,25,15,61,0,-1.134688,5,25,25,0.391876,0.104329,16.5511430461815,16.5353101307408,8.54487072586639,8.50581816689677,3,3,130,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2013,"Ecuador",0.634,0.292,1.401,0.878,-1.439,1.172,6,5,1.507,0.935,"electoral democracy",1,5,5,4,5311.29181636008,15661312,NA,0,0,22,25,15,62,0,-0.9682715,5,25,25,0.401956,0.1156,16.5667040253496,16.5511430461815,8.57759036456538,8.54487072586639,2,3,130,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2004,"Peru",0.801,0.473,-0.119,0.981,-1.224,2.082,NA,5,2.056,0.98,"electoral democracy",1,9,9,7,3648.46883758778,27273188,NA,0,0,12,17,11,40,1,-0.4893968,9,81,81,0.641601,0.4624,17.1214146530127,17.1090387239334,8.20206286201195,8.16604677087431,3,3,135,2,0,2,0,0,2,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2007,"Peru",0.764,0.501,0.168,0.981,-1.224,2.082,8,5,2.056,0.98,"electoral democracy",1,9,9,7,4361.86142955083,28292768,1,0,1,15,18,11,44,1,-0.7295002,9,81,81,0.583696,0.3481,17.1581167822524,17.1459262548809,8.38065417861617,8.31109526082789,2,3,135,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2011,"Peru",0.791,0.418,0.479,0.981,-1.224,2.082,8,5,2.038,0.979,"electoral democracy",1,9,9,7,5269.66039375972,29759891,NA,0,0,14,19,11,44,1,-0.5765122,9,81,81,0.625681,0.408321,17.208672105288,17.195608367661,8.56972119804715,8.52143406092225,3,3,135,3,0,2,0,1,3,3,0,2,0,0,2,2,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
2013,"Peru",0.786,0.525,0.953,0.989,-1.188,2.306,8,5,2.144,0.985,"electoral democracy",1,9,9,7,5764.50691808823,30565461,NA,0,0,14,18,12,44,1,-0.565968,9,81,81,0.617796,0.404496,17.2353812039421,17.2219862514633,8.65947489879168,8.61599324958886,3,3,135,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1
2014,"Peru",0.785,0.525,0.953,0.989,-1.188,2.306,8,5,2.13,0.982,"electoral democracy",1,9,9,7,5822.56036887371,30973148,NA,0,0,15,20,12,47,1,-0.5210678,9,81,81,0.616225,0.400689,17.2486311935386,17.2353812039421,8.66949536990976,8.65947489879168,3,3,135,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
2016,"Peru",0.767,0.424,-0.06,0.984,-1.077,2.191,8,5,1.978,0.976,"electoral democracy",NA,9,9,7,NA,NA,NA,0,0,14,19,12,45,1,NA,9,81,81,0.588289,0.390625,NA,17.2615751810913,NA,8.68854607390264,2,2,135,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2002,"Brazil",0.851,0.381,0.336,0.954,-0.847,1.696,NA,5,2.225,0.987,"electoral democracy",1,8,8,6,8880.23717699996,181045592,NA,0,0,11,18,9,38,1,-0.231834,NA,64,NA,0.724201,0.521284,19.014259447014,18.9996474941735,9.09158354475115,9.07611931725969,4,4,140,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
2003,"Brazil",0.847,0.381,0.336,0.954,-0.847,1.696,NA,5,2.225,0.987,"electoral democracy",1,8,8,6,8855.28316522787,183627339,NA,0,0,10,16,10,36,1,-0.3228946,8,64,64,0.717409,0.529984,19.0284189302941,19.014259447014,9.08876952770992,9.09158354475115,4,4,140,4,0,1,2,1,2,4,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0
2004,"Brazil",0.847,0.381,0.336,0.954,-0.847,1.696,NA,5,2.225,0.987,"electoral democracy",1,8,8,6,9240.08932776913,186116363,NA,0,0,12,16,12,40,1,-0.3648767,8,64,64,0.717409,0.529984,19.0418826435935,19.0284189302941,9.13130683209648,9.08876952770992,4,4,140,3,0,2,1,0,2,3,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
2005,"Brazil",0.872,0.41,-0.514,0.954,-0.847,1.696,8,5,2.417,0.992,"electoral democracy",1,8,8,6,9416.42144588581,188479240,NA,0,0,13,15,11,39,1,-0.4294896,8,64,64,0.760384,0.585225,19.0544984261613,19.0418826435935,9.15021040642253,9.13130683209648,4,4,140,3,0,1,1,1,2,3,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0
2006,"Brazil",0.871,0.41,-0.514,0.954,-0.847,1.696,8,5,2.417,0.992,"electoral democracy",1,8,8,6,9675.5785194055,190698241,NA,0,0,15,16,11,42,1,-0.3664047,8,64,64,0.758641,0.586756,19.0662028466162,19.0544984261613,9.17736031139771,9.15021040642253,4,4,140,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2007,"Brazil",0.878,0.41,-0.514,0.954,-0.847,1.696,8,5,2.417,0.992,"electoral democracy",1,8,8,6,10151.8108266189,192784521,NA,0,0,15,16,11,42,1,-0.3710029,8,64,64,0.770884,0.599076,19.077083651648,19.0662028466162,9.22540737512081,9.17736031139771,4,4,140,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2008,"Brazil",0.878,0.41,-0.514,0.954,-0.847,1.696,8,5,2.417,0.992,"electoral democracy",1,8,8,6,10560.2360787523,194769696,NA,0,0,15,16,11,42,1,-0.315275,8,64,64,0.770884,0.606841,19.0873283723895,19.077083651648,9.26485091295281,9.22540737512081,4,4,140,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,"Brazil",0.878,0.41,-0.514,0.954,-0.847,1.696,8,5,2.417,0.992,"electoral democracy",1,8,8,6,10443.3728547723,196701298,NA,0,0,14,18,11,43,1,-0.1565112,8,64,64,0.770884,0.606841,19.0971968822191,19.0873283723895,9.25372287964112,9.26485091295281,4,4,140,2,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2010,"Brazil",0.879,0.41,-0.514,0.954,-0.847,1.696,9,5,2.417,0.992,"electoral democracy",1,8,8,6,11121.4180921177,198614208,NA,0,0,14,19,11,44,1,0.0440805,8,64,64,0.772641,0.611524,19.1068748478019,19.0971968822191,9.31662808594337,9.25372287964112,4,4,140,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
2011,"Brazil",0.883,0.41,-0.514,0.954,-0.847,1.696,10,5,2.417,0.992,"electoral democracy",1,8,8,6,11453.6668370288,200517584,NA,0,0,13,20,11,44,1,0.0376608,8,64,64,0.779689,0.613089,19.1164125016135,19.1068748478019,9.34606520548945,9.31662808594337,3,4,140,6,0,4,1,1,5,6,0,4,0,0,4,0,2,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1
2012,"Brazil",0.882,0.41,-0.514,0.954,-0.847,1.696,10,5,2.417,0.992,"electoral democracy",1,8,8,6,11565.0474541912,202401584,NA,0,0,13,22,11,46,1,-0.0694494,8,64,64,0.777924,0.5929,19.1257643214339,19.1164125016135,9.3557426779162,9.34606520548945,4,3,140,5,0,2,2,1,3,5,0,2,0,0,2,0,2,0,0,1,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0
2013,"Brazil",0.891,0.39,-0.514,0.981,-0.847,2.096,10,5,2.417,0.992,"electoral democracy",1,8,8,6,11796.2696503448,204259377,NA,0,0,13,21,11,45,1,-0.0801801,8,64,64,0.793881,0.638401,19.1349012000753,19.1257643214339,9.375538629147,9.3557426779162,4,4,140,6,0,2,2,2,4,6,0,2,0,0,2,2,0,0,0,2,0,2,2,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0
2014,"Brazil",0.886,0.39,-0.514,0.981,-0.847,2.096,10,5,2.417,0.992,"electoral democracy",1,8,8,6,11751.0983271564,206077898,NA,0,0,13,21,11,45,1,-0.0498579,8,64,64,0.784996,0.628849,19.1437648009059,19.1349012000753,9.37170198985543,9.375538629147,4,4,140,2,0,2,0,0,2,2,0,2,0,0,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0
2015,"Brazil",0.869,0.39,-0.514,0.981,-0.847,2.096,10,5,2.417,0.992,"electoral democracy",1,8,8,6,11211.8911041387,207847528,NA,0,0,13,22,11,46,1,-0.1470753,8,64,64,0.755161,0.591361,19.1523153304,19.1437648009059,9.32473019979894,9.37170198985543,4,4,140,9,0,2,2,5,7,9,0,2,0,0,2,1,1,0,1,4,0,5,3,2,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,1,1
2016,"Brazil",0.815,0.428,0.2,0.98,-1.542,2.048,10,5,2.211,0.987,"electoral democracy",NA,8,8,6,NA,NA,NA,0,0,14,22,11,47,1,NA,8,64,64,0.664225,0.509796,NA,19.1523153304,NA,9.32473019979894,3,4,140,3,0,1,0,2,3,3,0,1,0,0,1,0,0,0,0,2,0,1,2,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
2002,"Bolivia",0.781,0.56,1.208,0.109,-1.659,-0.789,NA,5,0.814,0.792,"electoral democracy",1,9,9,7,1623.50831250367,8653343,NA,0,0,8,14,8,30,2,-0.400345,NA,81,NA,0.609961,0.289444,15.9734562782347,15.9551505129996,7.39234471164292,7.38609869627388,3,2,145,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1
2008,"Bolivia",0.719,0.582,1.208,0.79,-0.736,0.808,7,5,1.113,0.865,"electoral democracy",1,8,8,7,1901.88592869083,9599916,NA,0,0,11,19,12,42,1,-0.9745278,8,64,64,0.516961,0.216225,16.0772649063998,16.0606235173252,7.5506012669066,7.50756711795753,2,2,145,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,"Bolivia",0.73,0.569,1.208,0.911,-0.819,1.344,6,5,1.699,0.954,"electoral democracy",1,7,7,6,2051.13188381976,10078238,NA,0,0,13,22,12,47,1,-0.9790578,7,49,49,0.5329,0.215296,16.1258890037406,16.1098865482871,7.62614705820877,7.59144099711035,2,2,145,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1
2007,"Paraguay",0.605,0.711,0.844,0.983,-1.22,2.146,6,5,1.938,0.972,"electoral democracy",1,8,8,7,2906.43521218595,5966160,NA,0,0,19,23,18,60,1,-0.9733416,8,64,64,0.366025,0.204304,15.6016140623362,15.5875428870469,7.97468259622926,7.93595619573098,3,3,150,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2009,"Paraguay",0.63,0.643,0.844,0.983,-1.22,2.146,6,5,1.938,0.972,"electoral democracy",1,8,8,7,2890.33875516108,6127847,NA,0,0,18,23,18,59,1,-0.883755,8,64,64,0.3969,0.249001,15.628354022728,15.6150945026556,7.96912899055589,8.02285323445281,2,3,150,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2011,"Paraguay",0.682,0.643,0.844,0.983,-1.147,2.146,6,5,1.938,0.972,"electoral democracy",1,8,8,7,3320.80110294056,6293763,NA,0,0,18,24,18,60,1,-0.8367354,8,64,64,0.465124,0.298116,15.6550697009881,15.6416516469502,8.10796132886975,8.07887170192839,3,3,150,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
